City,Date,AQI_Bucket
Patna,2016-04-04,Moderate
Amaravati,2019-02-04,Moderate
Lucknow,2017-11-06,Very Poor
Chennai,2019-07-01,Moderate
Chennai,2018-06-02,Moderate
Gurugram,2018-03-16,Moderate
Amritsar,2019-11-16,Poor
Patna,2018-01-23,Very Poor
Lucknow,2015-06-23,Moderate
Lucknow,2018-06-13,Moderate
Thiruvananthapuram,2020-04-05,Satisfactory
Delhi,2016-02-24,Very Poor
Shillong,2020-06-24,Good
Chennai,2018-08-31,Satisfactory
Chennai,2017-08-22,Satisfactory
Delhi,2019-07-19,Moderate
Thiruvananthapuram,2020-02-09,Satisfactory
Patna,2020-03-29,Satisfactory
Amritsar,2019-07-22,Satisfactory
Kolkata,2018-12-23,Very Poor
Lucknow,2019-10-19,Poor
Visakhapatnam,2019-04-08,Satisfactory
Bengaluru,2017-08-09,Satisfactory
Bengaluru,2016-03-04,Moderate
Patna,2019-06-21,Moderate
Hyderabad,2017-11-01,Moderate
Visakhapatnam,2017-12-29,Moderate
Shillong,2019-09-30,Good
Guwahati,2020-04-15,Poor
Visakhapatnam,2019-08-18,Moderate
Visakhapatnam,2020-06-16,Satisfactory
Amritsar,2017-10-28,Very Poor
Delhi,2017-05-21,Severe
Mumbai,2019-01-20,Poor
Hyderabad,2019-09-19,Satisfactory
Ahmedabad,2016-08-28,Poor
Chennai,2017-12-26,Moderate
Kolkata,2018-11-16,Very Poor
Bengaluru,2017-09-24,Satisfactory
Ahmedabad,2015-06-11,Poor
Amaravati,2018-12-03,Moderate
Talcher,2020-01-10,Poor
Bengaluru,2016-03-24,Moderate
Ahmedabad,2016-10-10,Poor
Gurugram,2017-04-06,Moderate
Bengaluru,2020-05-02,Satisfactory
Delhi,2020-03-06,Satisfactory
Bengaluru,2015-04-17,Poor
Bengaluru,2019-07-09,Satisfactory
Thiruvananthapuram,2020-04-12,Satisfactory
Amaravati,2019-04-13,Satisfactory
Chennai,2015-04-17,Moderate
Patna,2019-04-24,Moderate
Chennai,2016-09-17,Poor
Lucknow,2016-06-05,Moderate
Hyderabad,2015-08-02,Satisfactory
Visakhapatnam,2019-04-29,Satisfactory
Amaravati,2018-11-10,Moderate
Delhi,2019-06-29,Poor
Jaipur,2019-06-28,Moderate
Hyderabad,2019-11-09,Moderate
Thiruvananthapuram,2017-07-15,Satisfactory
Delhi,2019-06-25,Moderate
Lucknow,2018-12-27,Very Poor
Ahmedabad,2016-10-13,Poor
Bengaluru,2019-04-20,Moderate
Delhi,2017-09-21,Moderate
Delhi,2018-03-11,Moderate
Patna,2018-05-26,Poor
Bengaluru,2017-12-15,Moderate
Jorapokhar,2019-02-01,Very Poor
Bengaluru,2015-09-21,Satisfactory
Lucknow,2016-11-07,Severe
Thiruvananthapuram,2019-09-27,Satisfactory
Hyderabad,2015-10-30,Severe
Patna,2019-05-14,Moderate
Chennai,2016-09-29,Satisfactory
Kolkata,2019-05-06,Moderate
Patna,2018-01-05,Severe
Brajrajnagar,2018-05-23,Moderate
Talcher,2019-11-21,Moderate
Jaipur,2018-02-06,Very Poor
Bhopal,2020-02-25,Moderate
Chandigarh,2020-05-17,Satisfactory
Gurugram,2017-08-24,Satisfactory
Chennai,2020-02-12,Satisfactory
Patna,2018-08-19,Moderate
Guwahati,2020-03-29,Moderate
Lucknow,2020-04-05,Satisfactory
Jaipur,2020-06-06,Satisfactory
Jaipur,2018-03-30,Moderate
Ahmedabad,2019-07-11,Severe
Delhi,2019-08-14,Satisfactory
Gurugram,2019-11-08,Very Poor
Hyderabad,2018-07-19,Good
Brajrajnagar,2018-04-13,Moderate
Amaravati,2019-12-16,Satisfactory
Chennai,2019-06-09,Moderate
Lucknow,2018-12-18,Very Poor
Talcher,2019-12-30,Very Poor
Kolkata,2018-11-14,Very Poor
Gurugram,2018-05-08,Poor
Hyderabad,2017-06-16,Satisfactory
Patna,2020-04-03,Moderate
Amaravati,2020-02-07,Good
Kolkata,2020-04-23,Good
Chennai,2018-08-26,Satisfactory
Hyderabad,2017-05-07,Satisfactory
Patna,2018-03-22,Very Poor
Guwahati,2019-08-26,Good
Jaipur,2017-12-26,Poor
Mumbai,2018-06-07,Satisfactory
Visakhapatnam,2019-09-22,Good
Patna,2019-07-09,Moderate
Patna,2018-07-13,Moderate
Kolkata,2018-10-07,Poor
Talcher,2018-11-21,Severe
Hyderabad,2020-02-23,Satisfactory
Visakhapatnam,2019-05-23,Moderate
Gurugram,2016-04-14,Poor
Delhi,2016-08-11,Moderate
Brajrajnagar,2018-06-08,Moderate
Bengaluru,2018-08-22,Satisfactory
Lucknow,2016-08-14,Moderate
Lucknow,2016-01-16,Very Poor
Delhi,2019-05-14,Poor
Patna,2017-03-22,Poor
Jorapokhar,2017-06-05,Moderate
Delhi,2018-08-27,Satisfactory
Lucknow,2019-05-04,Moderate
Jorapokhar,2017-05-21,Moderate
Brajrajnagar,2020-01-03,Satisfactory
Thiruvananthapuram,2017-07-08,Satisfactory
Hyderabad,2015-11-17,Moderate
Talcher,2019-06-09,Moderate
Visakhapatnam,2018-02-14,Moderate
Delhi,2016-07-08,Moderate
Guwahati,2020-06-16,Good
Kochi,2020-02-20,Moderate
Jaipur,2019-08-01,Satisfactory
Mumbai,2018-06-27,Satisfactory
Mumbai,2019-03-18,Moderate
Kolkata,2018-08-04,Satisfactory
Chennai,2019-05-23,Satisfactory
Hyderabad,2017-10-05,Moderate
Lucknow,2018-02-19,Very Poor
Ernakulam,2020-02-08,Satisfactory
Coimbatore,2020-02-20,Satisfactory
Jaipur,2018-07-27,Moderate
Patna,2016-08-29,Satisfactory
Patna,2018-08-20,Satisfactory
Coimbatore,2019-08-14,Satisfactory
Amaravati,2018-07-03,Satisfactory
Ahmedabad,2019-03-13,Severe
Ahmedabad,2016-10-08,Very Poor
Delhi,2019-07-07,Moderate
Delhi,2016-12-07,Severe
Amritsar,2018-06-23,Moderate
Bhopal,2020-06-22,Satisfactory
Chennai,2016-09-14,Satisfactory
Delhi,2018-10-19,Poor
Patna,2017-12-17,Very Poor
Coimbatore,2020-02-23,Satisfactory
Delhi,2016-07-30,Moderate
Gurugram,2017-07-09,Severe
Gurugram,2016-12-10,Very Poor
Jaipur,2019-10-15,Moderate
Bengaluru,2019-09-16,Satisfactory
Ahmedabad,2015-04-01,Very Poor
Coimbatore,2020-03-09,Satisfactory
Thiruvananthapuram,2019-08-20,Good
Gurugram,2019-10-15,Poor
Gurugram,2019-01-24,Poor
Amritsar,2018-12-14,Satisfactory
Visakhapatnam,2019-07-31,Moderate
Delhi,2020-04-25,Moderate
Talcher,2019-08-23,Moderate
Brajrajnagar,2020-04-23,Satisfactory
Visakhapatnam,2020-06-20,Satisfactory
Hyderabad,2018-01-04,Moderate
Patna,2018-09-22,Satisfactory
Hyderabad,2019-07-15,Good
Bengaluru,2017-05-04,Satisfactory
Ahmedabad,2020-05-14,Moderate
Chandigarh,2019-11-12,Poor
Delhi,2018-02-15,Moderate
Visakhapatnam,2019-06-30,Satisfactory
Talcher,2020-04-01,Moderate
Gurugram,2017-12-02,Very Poor
Talcher,2019-01-29,Moderate
Kolkata,2019-08-31,Good
Visakhapatnam,2018-08-30,Moderate
Thiruvananthapuram,2020-06-03,Good
Bengaluru,2017-06-25,Satisfactory
Amaravati,2018-04-17,Good
Gurugram,2017-02-20,Very Poor
Delhi,2019-01-13,Severe
Mumbai,2019-12-15,Moderate
Chennai,2018-07-07,Moderate
Gurugram,2016-07-19,Moderate
Ernakulam,2020-06-07,Satisfactory
Gurugram,2016-10-21,Poor
Thiruvananthapuram,2017-11-06,Satisfactory
Chandigarh,2020-03-07,Good
Brajrajnagar,2019-08-25,Moderate
Amaravati,2018-10-31,Satisfactory
Hyderabad,2016-10-16,Moderate
Patna,2016-08-25,Moderate
Brajrajnagar,2019-12-16,Satisfactory
Lucknow,2020-05-09,Moderate
Bhopal,2020-04-18,Moderate
Delhi,2018-01-23,Very Poor
Jaipur,2018-04-07,Moderate
Coimbatore,2019-11-07,Satisfactory
Kolkata,2019-01-20,Severe
Delhi,2015-07-24,Moderate
Thiruvananthapuram,2020-04-26,Satisfactory
Lucknow,2020-05-28,Moderate
Ernakulam,2020-03-06,Moderate
Patna,2019-01-21,Severe
Amritsar,2020-06-28,Satisfactory
Hyderabad,2018-04-28,Satisfactory
Bengaluru,2015-08-12,Moderate
Chennai,2015-08-18,Moderate
Ahmedabad,2016-10-09,Poor
Kochi,2020-04-03,Satisfactory
Gurugram,2018-05-23,Poor
Jorapokhar,2020-06-08,Moderate
Amritsar,2017-09-12,Moderate
Hyderabad,2018-03-27,Moderate
Lucknow,2016-07-13,Moderate
Gurugram,2017-09-22,Moderate
Gurugram,2017-05-26,Severe
Kochi,2020-02-21,Moderate
Brajrajnagar,2018-07-08,Moderate
Talcher,2019-07-05,Moderate
Mumbai,2019-10-04,Satisfactory
Visakhapatnam,2020-05-16,Good
Ahmedabad,2018-04-08,Severe
Thiruvananthapuram,2020-01-23,Satisfactory
Thiruvananthapuram,2020-05-05,Satisfactory
Chennai,2019-10-08,Moderate
Chandigarh,2019-10-09,Moderate
Chennai,2016-06-25,Moderate
Gurugram,2016-08-04,Satisfactory
Lucknow,2016-02-29,Very Poor
Ahmedabad,2017-10-11,Moderate
Patna,2016-05-02,Very Poor
Visakhapatnam,2018-05-29,Satisfactory
Amritsar,2019-11-15,Very Poor
Visakhapatnam,2018-12-05,Moderate
Lucknow,2017-08-31,Moderate
Brajrajnagar,2018-07-23,Good
Ahmedabad,2015-10-12,Very Poor
Ernakulam,2020-05-23,Moderate
Visakhapatnam,2016-09-22,Satisfactory
Kolkata,2019-01-08,Very Poor
Coimbatore,2019-09-27,Satisfactory
Lucknow,2019-07-01,Moderate
Lucknow,2015-05-01,Moderate
Jaipur,2019-02-15,Moderate
Visakhapatnam,2020-02-12,Moderate
Ahmedabad,2016-09-07,Poor
Kochi,2020-05-18,Satisfactory
Guwahati,2019-12-27,Very Poor
Ahmedabad,2018-12-28,Severe
Amritsar,2019-09-22,Satisfactory
Patna,2020-06-18,Satisfactory
Visakhapatnam,2019-10-20,Satisfactory
Visakhapatnam,2017-01-23,Moderate
Gurugram,2017-04-12,Poor
Mumbai,2018-08-14,Moderate
Jaipur,2019-08-07,Satisfactory
Guwahati,2020-05-14,Good
Lucknow,2015-11-01,Very Poor
Lucknow,2018-06-21,Poor
Talcher,2018-04-28,Moderate
Visakhapatnam,2020-04-12,Good
Jorapokhar,2020-05-15,Satisfactory
Chennai,2015-09-10,Moderate
Guwahati,2019-07-02,Good
Delhi,2016-01-25,Severe
Aizawl,2020-05-29,Good
Chennai,2015-12-20,Moderate
Jaipur,2019-05-18,Moderate
Ahmedabad,2019-09-30,Very Poor
Mumbai,2019-08-08,Satisfactory
Hyderabad,2018-12-15,Moderate
Gurugram,2018-08-14,Moderate
Thiruvananthapuram,2019-11-07,Satisfactory
Guwahati,2019-06-23,Good
Talcher,2019-07-09,Moderate
Amritsar,2019-09-14,Moderate
Delhi,2016-05-30,Moderate
Chennai,2020-03-10,Satisfactory
Talcher,2019-02-13,Very Poor
Kolkata,2019-10-30,Poor
Delhi,2019-02-04,Very Poor
Delhi,2020-02-26,Very Poor
Lucknow,2019-09-07,Satisfactory
Hyderabad,2018-04-26,Satisfactory
Bengaluru,2016-04-10,Moderate
Aizawl,2020-04-21,Good
Chennai,2016-03-09,Moderate
Patna,2020-06-25,Satisfactory
Gurugram,2018-07-03,Moderate
Chennai,2019-09-13,Satisfactory
Lucknow,2020-02-15,Poor
Talcher,2018-10-01,Good
Patna,2019-07-26,Moderate
Gurugram,2016-10-18,Moderate
Kolkata,2020-06-17,Good
Lucknow,2016-06-18,Moderate
Hyderabad,2020-05-20,Moderate
Talcher,2018-06-05,Moderate
Jaipur,2019-05-16,Very Poor
Jaipur,2020-05-01,Moderate
Visakhapatnam,2016-09-03,Satisfactory
Visakhapatnam,2017-11-26,Moderate
Chennai,2016-04-11,Moderate
Mumbai,2019-07-27,Satisfactory
Hyderabad,2016-10-30,Moderate
Gurugram,2019-03-08,Moderate
Patna,2018-09-29,Moderate
Jaipur,2018-11-06,Moderate
Kochi,2020-02-25,Moderate
Amritsar,2019-03-17,Moderate
Jaipur,2019-08-14,Satisfactory
Jorapokhar,2019-12-18,Satisfactory
Thiruvananthapuram,2019-02-26,Satisfactory
Delhi,2016-08-21,Moderate
Talcher,2019-01-20,Very Poor
Visakhapatnam,2019-12-06,Moderate
Patna,2018-04-11,Moderate
Patna,2015-11-18,Very Poor
Mumbai,2019-01-09,Moderate
Jorapokhar,2019-02-04,Poor
Delhi,2020-05-19,Poor
Ahmedabad,2020-06-16,Satisfactory
Chennai,2018-12-18,Moderate
Patna,2018-03-14,Very Poor
Bhopal,2020-06-24,Satisfactory
Jorapokhar,2017-06-12,Satisfactory
Delhi,2020-05-13,Moderate
Thiruvananthapuram,2017-08-25,Satisfactory
Delhi,2015-11-26,Very Poor
Chennai,2020-04-13,Satisfactory
Hyderabad,2020-01-24,Moderate
Shillong,2019-09-06,Good
Delhi,2015-02-27,Very Poor
Brajrajnagar,2020-02-07,Moderate
Hyderabad,2019-10-07,Satisfactory
Kolkata,2019-06-26,Satisfactory
Delhi,2015-03-17,Poor
Delhi,2017-02-05,Very Poor
Bengaluru,2018-02-08,Satisfactory
Chandigarh,2019-10-20,Moderate
Patna,2018-07-20,Moderate
Delhi,2018-12-31,Severe
Amritsar,2017-07-04,Satisfactory
Ahmedabad,2015-10-14,Very Poor
Chennai,2017-03-02,Moderate
Patna,2015-12-16,Severe
Gurugram,2017-01-31,Very Poor
Hyderabad,2019-03-10,Moderate
Jaipur,2019-12-05,Moderate
Kochi,2020-02-29,Moderate
Bengaluru,2016-05-24,Good
Chennai,2015-04-21,Moderate
Jaipur,2019-03-30,Moderate
Lucknow,2018-04-02,Poor
Mumbai,2019-05-05,Satisfactory
Jorapokhar,2020-06-29,Moderate
Bengaluru,2017-08-24,Satisfactory
Ahmedabad,2018-09-16,Severe
Ahmedabad,2015-05-16,Severe
Gurugram,2017-07-04,Poor
Chandigarh,2020-04-09,Good
Lucknow,2020-06-27,Satisfactory
Bengaluru,2020-02-22,Satisfactory
Kolkata,2019-10-26,Satisfactory
Chennai,2016-07-07,Satisfactory
Delhi,2020-01-02,Severe
Chennai,2015-05-20,Moderate
Ahmedabad,2020-05-09,Moderate
Chandigarh,2019-12-06,Moderate
Bengaluru,2018-06-24,Satisfactory
Guwahati,2019-07-04,Good
Jorapokhar,2020-01-08,Poor
Visakhapatnam,2018-10-21,Moderate
Chandigarh,2019-11-16,Moderate
Lucknow,2019-07-10,Satisfactory
Visakhapatnam,2018-11-14,Moderate
Visakhapatnam,2019-03-25,Satisfactory
Bengaluru,2017-05-19,Satisfactory
Visakhapatnam,2019-07-14,Moderate
Hyderabad,2018-10-09,Moderate
Delhi,2015-10-28,Very Poor
Lucknow,2018-11-30,Very Poor
Shillong,2020-03-16,Satisfactory
Gurugram,2016-12-22,Poor
Ahmedabad,2019-07-04,Severe
Gurugram,2018-11-16,Poor
Patna,2016-07-22,Satisfactory
Brajrajnagar,2018-12-15,Poor
Chandigarh,2020-06-21,Satisfactory
Jorapokhar,2018-07-17,Satisfactory
Jorapokhar,2019-02-16,Satisfactory
Jaipur,2019-01-31,Satisfactory
Hyderabad,2019-12-06,Moderate
Coimbatore,2019-09-22,Satisfactory
Hyderabad,2019-08-23,Satisfactory
Jaipur,2017-12-29,Moderate
Mumbai,2018-12-29,Moderate
Patna,2020-04-28,Satisfactory
Patna,2017-11-09,Severe
Amritsar,2019-02-02,Satisfactory
Mumbai,2019-09-10,Satisfactory
Brajrajnagar,2018-10-25,Moderate
Hyderabad,2016-06-27,Moderate
Hyderabad,2016-11-25,Moderate
Kolkata,2020-03-21,Moderate
Gurugram,2018-01-06,Severe
Lucknow,2017-05-29,Satisfactory
Bengaluru,2018-10-18,Moderate
Lucknow,2015-09-27,Satisfactory
Hyderabad,2019-04-30,Satisfactory
Guwahati,2019-09-05,Good
Ahmedabad,2019-07-27,Severe
Chennai,2018-08-14,Satisfactory
Delhi,2016-01-11,Severe
Mumbai,2018-05-13,Satisfactory
Brajrajnagar,2019-01-14,Very Poor
Bengaluru,2019-06-19,Satisfactory
Delhi,2020-05-22,Moderate
Chennai,2017-04-22,Moderate
Lucknow,2015-08-10,Moderate
Talcher,2018-10-29,Moderate
Lucknow,2015-06-04,Moderate
Hyderabad,2019-06-21,Satisfactory
Amritsar,2017-03-08,Satisfactory
Amaravati,2018-01-14,Moderate
Bhopal,2020-06-23,Satisfactory
Chennai,2018-01-28,Moderate
Jaipur,2017-12-12,Satisfactory
Lucknow,2016-08-13,Moderate
Brajrajnagar,2020-02-20,Moderate
Lucknow,2016-01-14,Severe
Chennai,2016-05-24,Satisfactory
Patna,2019-11-20,Very Poor
Ahmedabad,2017-10-23,Satisfactory
Lucknow,2019-10-27,Moderate
Mumbai,2020-06-29,Satisfactory
Chennai,2017-03-03,Moderate
Amaravati,2019-02-23,Moderate
Chandigarh,2019-09-15,Satisfactory
Mumbai,2019-02-08,Moderate
Kolkata,2018-07-15,Good
Guwahati,2019-05-08,Satisfactory
Delhi,2016-10-23,Severe
Chennai,2020-05-13,Satisfactory
Ahmedabad,2019-08-13,Severe
Delhi,2019-09-07,Satisfactory
Hyderabad,2019-10-13,Satisfactory
Brajrajnagar,2018-07-06,Moderate
Patna,2019-05-16,Moderate
Jaipur,2017-11-03,Moderate
Ahmedabad,2018-11-09,Severe
Hyderabad,2015-12-20,Moderate
Visakhapatnam,2016-10-29,Satisfactory
Chennai,2019-05-15,Moderate
Ahmedabad,2017-11-03,Severe
Visakhapatnam,2016-08-21,Moderate
Bengaluru,2018-09-20,Satisfactory
Visakhapatnam,2017-12-03,Moderate
Chennai,2018-05-22,Satisfactory
Thiruvananthapuram,2019-04-24,Satisfactory
Visakhapatnam,2016-07-25,Satisfactory
Amritsar,2019-10-28,Very Poor
Chennai,2017-09-08,Satisfactory
Brajrajnagar,2019-12-20,Satisfactory
Jaipur,2018-08-20,Satisfactory
Gurugram,2019-03-16,Moderate
Lucknow,2016-06-02,Very Poor
Gurugram,2018-12-10,Poor
Hyderabad,2017-11-08,Moderate
Gurugram,2016-10-11,Moderate
Jorapokhar,2020-04-23,Moderate
Delhi,2019-06-20,Moderate
Delhi,2020-05-23,Poor
Lucknow,2016-09-11,Moderate
Chennai,2017-11-26,Moderate
Lucknow,2019-06-04,Moderate
Ahmedabad,2018-08-04,Severe
Thiruvananthapuram,2018-04-27,Satisfactory
Bengaluru,2016-01-11,Moderate
Talcher,2018-11-17,Very Poor
Aizawl,2020-05-01,Good
Gurugram,2019-05-15,Moderate
Kolkata,2018-07-26,Satisfactory
Kolkata,2019-08-11,Moderate
Visakhapatnam,2020-05-12,Good
Delhi,2017-07-16,Satisfactory
Chennai,2016-03-02,Moderate
Delhi,2017-01-17,Very Poor
Visakhapatnam,2020-03-09,Satisfactory
Mumbai,2019-01-10,Moderate
Delhi,2020-04-03,Satisfactory
Amritsar,2019-03-28,Poor
Ahmedabad,2018-04-12,Severe
Kochi,2020-03-23,Satisfactory
Lucknow,2019-12-11,Very Poor
Visakhapatnam,2019-03-05,Satisfactory
Jaipur,2019-06-21,Satisfactory
Delhi,2019-07-21,Moderate
Amaravati,2018-05-25,Satisfactory
Thiruvananthapuram,2020-03-20,Satisfactory
Bengaluru,2019-10-05,Moderate
Gurugram,2018-10-18,Very Poor
Delhi,2018-10-28,Severe
Kolkata,2018-12-03,Very Poor
Hyderabad,2017-07-21,Good
Gurugram,2017-04-21,Very Poor
Brajrajnagar,2018-12-13,Poor
Delhi,2018-11-30,Very Poor
Lucknow,2016-10-23,Moderate
Amritsar,2018-04-17,Satisfactory
Amaravati,2018-12-30,Poor
Coimbatore,2020-02-13,Satisfactory
Mumbai,2019-01-31,Moderate
Delhi,2019-04-24,Poor
Brajrajnagar,2018-05-14,Moderate
Guwahati,2019-08-17,Satisfactory
Lucknow,2018-01-25,Very Poor
Patna,2020-04-02,Moderate
Lucknow,2015-07-16,Moderate
Amritsar,2018-03-20,Moderate
Chennai,2018-05-05,Moderate
Jorapokhar,2018-12-31,Very Poor
Delhi,2016-05-31,Poor
Amritsar,2017-03-28,Satisfactory
Talcher,2019-07-07,Satisfactory
Ahmedabad,2018-07-19,Severe
Talcher,2019-01-28,Moderate
Mumbai,2019-11-02,Satisfactory
Bengaluru,2016-11-25,Moderate
Thiruvananthapuram,2019-10-09,Satisfactory
Visakhapatnam,2018-12-29,Poor
Delhi,2019-03-18,Poor
Hyderabad,2015-06-19,Satisfactory
Kolkata,2018-10-27,Poor
Bengaluru,2019-05-07,Moderate
Delhi,2015-05-26,Very Poor
Lucknow,2019-11-13,Very Poor
Bengaluru,2016-07-09,Satisfactory
Chennai,2019-11-24,Moderate
Jaipur,2019-04-03,Moderate
Delhi,2016-06-14,Poor
Lucknow,2018-11-15,Very Poor
Ahmedabad,2016-10-30,Severe
Patna,2016-01-23,Very Poor
Chennai,2018-07-20,Satisfactory
Hyderabad,2015-08-23,Poor
Amaravati,2017-12-31,Moderate
Ahmedabad,2019-05-04,Very Poor
Delhi,2015-11-28,Very Poor
Lucknow,2016-08-25,Satisfactory
Ahmedabad,2020-02-14,Severe
Jorapokhar,2018-08-16,Satisfactory
Amritsar,2017-11-08,Poor
Bengaluru,2018-12-15,Satisfactory
Delhi,2019-04-13,Moderate
Bengaluru,2015-11-10,Satisfactory
Ahmedabad,2019-11-29,Poor
Patna,2019-06-02,Moderate
Mumbai,2018-09-15,Moderate
Lucknow,2015-06-12,Moderate
Hyderabad,2018-04-12,Satisfactory
Chennai,2020-04-26,Satisfactory
Ahmedabad,2019-10-15,Severe
Mumbai,2018-07-02,Satisfactory
Ahmedabad,2018-09-18,Severe
Hyderabad,2015-09-25,Satisfactory
Chennai,2019-12-31,Satisfactory
Chennai,2019-11-17,Moderate
Amritsar,2017-04-28,Good
Hyderabad,2018-02-22,Moderate
Visakhapatnam,2018-09-26,Satisfactory
Amritsar,2020-03-28,Satisfactory
Gurugram,2017-01-13,Severe
Brajrajnagar,2019-04-26,Moderate
Chandigarh,2020-06-08,Satisfactory
Bengaluru,2019-03-25,Satisfactory
Patna,2019-01-29,Poor
Gurugram,2019-04-16,Poor
Gurugram,2017-04-25,Poor
Visakhapatnam,2016-09-23,Satisfactory
Bhopal,2020-05-26,Satisfactory
Brajrajnagar,2019-06-15,Satisfactory
Guwahati,2019-12-24,Very Poor
Gurugram,2016-10-15,Satisfactory
Brajrajnagar,2019-10-16,Moderate
Talcher,2018-04-18,Poor
Hyderabad,2016-12-20,Moderate
Mumbai,2018-09-27,Satisfactory
Jorapokhar,2018-08-07,Moderate
Amritsar,2019-09-10,Satisfactory
Bengaluru,2019-12-26,Satisfactory
Lucknow,2019-06-14,Poor
Patna,2018-07-16,Satisfactory
Ahmedabad,2018-08-16,Very Poor
Gurugram,2019-06-09,Poor
Lucknow,2015-08-04,Satisfactory
Patna,2019-09-21,Moderate
Bengaluru,2016-04-08,Moderate
Mumbai,2019-12-04,Satisfactory
Lucknow,2016-02-17,Very Poor
Lucknow,2020-01-08,Very Poor
Chandigarh,2020-05-22,Moderate
Patna,2018-03-21,Very Poor
Delhi,2015-10-08,Very Poor
Visakhapatnam,2020-06-06,Moderate
Gurugram,2017-12-03,Very Poor
Chennai,2018-08-21,Moderate
Gurugram,2016-08-17,Satisfactory
Bengaluru,2015-08-16,Poor
Amritsar,2019-05-24,Satisfactory
Delhi,2016-08-08,Moderate
Mumbai,2020-04-30,Satisfactory
Coimbatore,2020-01-20,Satisfactory
Visakhapatnam,2019-05-25,Moderate
Bhopal,2020-03-02,Moderate
Delhi,2015-06-12,Poor
Lucknow,2019-09-25,Satisfactory
Gurugram,2016-04-11,Moderate
Patna,2016-01-10,Very Poor
Jorapokhar,2019-03-07,Moderate
Gurugram,2017-02-06,Very Poor
Delhi,2016-05-12,Poor
Hyderabad,2017-04-30,Satisfactory
Amaravati,2020-05-11,Good
Patna,2017-12-27,Very Poor
Patna,2019-02-09,Poor
Hyderabad,2016-12-01,Moderate
Patna,2017-10-16,Very Poor
Visakhapatnam,2017-02-13,Moderate
Thiruvananthapuram,2018-03-17,Satisfactory
Gurugram,2018-12-21,Poor
Ahmedabad,2018-03-30,Severe
Lucknow,2019-04-15,Moderate
Jaipur,2019-09-12,Satisfactory
Chennai,2017-10-13,Moderate
Coimbatore,2020-01-29,Moderate
Jaipur,2019-09-30,Satisfactory
Chandigarh,2019-10-04,Satisfactory
Lucknow,2017-09-04,Satisfactory
Visakhapatnam,2016-09-12,Moderate
Jaipur,2018-08-02,Moderate
Kolkata,2018-10-09,Moderate
Gurugram,2017-01-17,Very Poor
Gurugram,2017-11-25,Very Poor
Thiruvananthapuram,2018-05-24,Satisfactory
Jorapokhar,2020-04-03,Moderate
Gurugram,2018-04-07,Moderate
Gurugram,2016-11-29,Very Poor
Chennai,2015-06-29,Moderate
Kolkata,2020-02-27,Satisfactory
Ahmedabad,2016-10-07,Very Poor
Thiruvananthapuram,2017-12-23,Satisfactory
Hyderabad,2016-06-20,Moderate
Thiruvananthapuram,2017-09-29,Satisfactory
Kolkata,2018-10-17,Moderate
Talcher,2018-07-22,Moderate
Amaravati,2018-07-01,Satisfactory
Jorapokhar,2019-01-25,Poor
Lucknow,2019-02-12,Poor
Guwahati,2019-10-24,Moderate
Jaipur,2018-10-24,Moderate
Guwahati,2019-08-03,Moderate
Bengaluru,2020-05-31,Satisfactory
Patna,2018-01-08,Severe
Mumbai,2018-09-13,Satisfactory
Thiruvananthapuram,2020-07-01,Good
Jaipur,2019-10-16,Moderate
Guwahati,2019-07-15,Good
Gurugram,2016-01-23,Poor
Jorapokhar,2019-11-10,Satisfactory
Talcher,2020-02-14,Very Poor
Bengaluru,2019-12-03,Satisfactory
Chennai,2018-12-20,Satisfactory
Hyderabad,2017-12-20,Moderate
Jaipur,2018-05-10,Moderate
Amritsar,2020-01-09,Satisfactory
Gurugram,2016-11-11,Severe
Amaravati,2020-04-03,Satisfactory
Hyderabad,2018-05-05,Satisfactory
Visakhapatnam,2020-04-09,Good
Talcher,2020-03-26,Moderate
Ahmedabad,2018-11-01,Severe
Brajrajnagar,2018-05-21,Moderate
Mumbai,2019-08-10,Satisfactory
Brajrajnagar,2019-12-01,Moderate
Delhi,2015-03-24,Poor
Bengaluru,2019-11-14,Satisfactory
Ernakulam,2020-05-26,Satisfactory
Delhi,2017-12-21,Severe
Ahmedabad,2020-06-14,Satisfactory
Jaipur,2019-08-25,Satisfactory
Chennai,2017-12-24,Satisfactory
Lucknow,2015-09-22,Satisfactory
Talcher,2020-05-18,Satisfactory
Hyderabad,2018-08-01,Satisfactory
Ernakulam,2020-05-14,Moderate
Bengaluru,2018-01-07,Moderate
Bengaluru,2020-03-23,Satisfactory
Thiruvananthapuram,2019-05-03,Satisfactory
Lucknow,2015-06-05,Poor
Gurugram,2016-06-11,Poor
Thiruvananthapuram,2019-12-13,Satisfactory
Delhi,2020-03-21,Poor
Patna,2019-05-07,Poor
Kolkata,2020-02-17,Poor
Delhi,2019-04-30,Poor
Amaravati,2020-04-25,Good
Bhopal,2020-06-14,Satisfactory
Hyderabad,2020-02-07,Satisfactory
Ahmedabad,2015-05-15,Very Poor
Lucknow,2020-02-07,Very Poor
Delhi,2017-01-02,Very Poor
Delhi,2019-07-11,Poor
Amaravati,2018-12-05,Poor
Amaravati,2020-04-20,Good
Bengaluru,2017-10-26,Satisfactory
Talcher,2020-03-22,Moderate
Hyderabad,2019-08-09,Good
Lucknow,2016-11-17,Very Poor
Lucknow,2016-06-17,Moderate
Visakhapatnam,2017-03-02,Moderate
Ahmedabad,2015-05-28,Moderate
